We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/England/20140038604/2020	EPI_ISL_420750	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20140038704/2020	EPI_ISL_420751	2020-03-30	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20140039004/2020	EPI_ISL_420752	2020-03-26	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	GH
hCoV-19/England/20140039104/2020	EPI_ISL_420753	2020-03-25	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20140039304/2020	EPI_ISL_420755	2020-03-27	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.5	G
hCoV-19/England/20140039404/2020	EPI_ISL_420756	2020-03-27	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.5	G
hCoV-19/England/20140039604/2020	EPI_ISL_420758	2020-03-27	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20140048704/2020	EPI_ISL_420761	2020-03-25	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	GH
hCoV-19/England/20142022504/2020	EPI_ISL_420765	2020-03-27	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.3	L
hCoV-19/England/20142060404/2020	EPI_ISL_420766	2020-03-27	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.5	V
hCoV-19/England/20142060804/2020	EPI_ISL_420767	2020-03-30	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20142061804/2020	EPI_ISL_420772	2020-03-30	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.p11	G
hCoV-19/England/20142062204/2020	EPI_ISL_420773	2020-03-30	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20142062604/2020	EPI_ISL_420774	2020-03-28	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20142062904/2020	EPI_ISL_420775	2020-03-30	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1	G
hCoV-19/England/20142063404/2020	EPI_ISL_420777	2020-03-27	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Long stretches of NNNs (5.11% of overall sequence).	lowco	B.1.p11	G
hCoV-19/USA/UT-0287/2020	EPI_ISL_420807	2020-03-23	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.24% of overall sequence).		B.1.1	GR
hCoV-19/USA/UT-0288/2020	EPI_ISL_420808	2020-03-24	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.92% of overall sequence).		A.3	S
hCoV-19/USA/UT-0289/2020	EPI_ISL_420809	2020-03-24	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.08% of overall sequence).		B.1	GH
hCoV-19/USA/UT-0290/2020	EPI_ISL_420810	2020-03-27	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2			B.1	GH
hCoV-19/USA/UT-0291/2020	EPI_ISL_420811	2020-03-27	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.84% of overall sequence).		B.1	GH
hCoV-19/USA/UT-0297/2020	EPI_ISL_420812	2020-03-27	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2			B.1	GH
hCoV-19/USA/UT-0300/2020	EPI_ISL_420813	2020-03-27	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.05% of overall sequence).		B.1.p2	GH
hCoV-19/USA/UT-0301/2020	EPI_ISL_420814	2020-03-27	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2			B.1.p2	GH
hCoV-19/USA/UT-0303/2020	EPI_ISL_420815	2020-03-24	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.30% of overall sequence).		B.1.p2	GH
hCoV-19/USA/UT-0342/2020	EPI_ISL_420816	2020-03-24	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (4.49% of overall sequence).		B.1	G
hCoV-19/USA/UT-0344/2020	EPI_ISL_420817	2020-03-24	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.80% of overall sequence).		B.1	G
hCoV-19/USA/UT-0345/2020	EPI_ISL_420818	2020-03-25	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (3.13% of overall sequence).		B.1	GH
hCoV-19/USA/UT-0346/2020	EPI_ISL_420819	2020-03-26	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.62% of overall sequence).		B.1	GH
hCoV-19/USA/UT-0347/2020	EPI_ISL_420820	2020-03-25	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.64% of overall sequence).		B.1	G
hCoV-19/USA/UT-0348/2020	EPI_ISL_420821	2020-03-26	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.02% of overall sequence).		B.1	GH
hCoV-19/USA/UT-0349/2020	EPI_ISL_420822	2020-03-25	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2			B.1.p2	GH
hCoV-19/USA/UT-0350/2020	EPI_ISL_420823	2020-03-27	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.25% of overall sequence).		B.1.p2	GH
hCoV-19/USA/UT-0352/2020	EPI_ISL_420824	2020-03-26	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.02% of overall sequence).		B.1.p2	GH
hCoV-19/USA/UT-0361/2020	EPI_ISL_420825	2020-03-25	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.07% of overall sequence).		B.1.p2	GH
hCoV-19/DRC/397/2020	EPI_ISL_420845	2020-03-26	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1.6	G
hCoV-19/DRC/431/2020	EPI_ISL_420847	2020-03-26	Africa / Democratic Republic of the Congo	Human	Original			Illumina Miseq	iVar			B.1	G
hCoV-19/DRC/523/2020	EPI_ISL_420849	2020-03-28	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1.1.1	GR
hCoV-19/DRC/376/2020	EPI_ISL_420851	2020-03-25	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1.6	G
hCoV-19/DRC/396/2020	EPI_ISL_420852	2020-03-26	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1.6	G
hCoV-19/DRC/402/2020	EPI_ISL_420853	2020-03-26	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar	Stretches of NNNs (3.19% of overall sequence).		B.1	G
hCoV-19/DRC/521/2020	EPI_ISL_420854	2020-03-25	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1	G
hCoV-19/Australia/VIC-CBA1/2020	EPI_ISL_420855	2020-03-23	Oceania / Australia / Victoria	Human	Original	Oro-pharyngeal swab		Ion Torrent, AmpliSeq panel	Torrent Suite 5.10.1, IGV 2.6.3, MEGA 7			B.1.1	GR
hCoV-19/Australia/VIC-CBA2/2020	EPI_ISL_420876	2020-03-24	Oceania / Australia / Victoria	Human	Original	Oro-pharyngeal swab		Ion Torrent, AmpliSeq panel	Torrent Suite 5.10.1, IGV 2.6.3, MEGA 7			B.1.13	GH
hCoV-19/Australia/VIC-CBA3/2020	EPI_ISL_420877	2020-03-28	Oceania / Australia / Victoria	Human	Original	Oro-pharyngeal swab		Ion Torrent, AmpliSeq panel	Torrent Suite 5.10.1, IGV 2.6.3, MEGA 7			B.1.1	GR
hCoV-19/Australia/QLDID929/2020	EPI_ISL_420878	2020-03-24	Oceania / Australia / Queensland / Brisbane	Human	Original	Swab		Illumina NextSeq	Geneious 11.1.5			B.2.1	V
hCoV-19/Australia/QLDID931/2020	EPI_ISL_420879	2020-03-25	Oceania / Australia / Queensland / Brisbane	Human	Original	Swab		Illumina NextSeq	Geneious 11.1.5			A.1	S
hCoV-19/Thailand/Bangkok-0021/2020	EPI_ISL_423042	2020-03-24	Asia / Thailand / Bangkok	Human	Original			Illumina Miseq, 2 x 250bp paired end reads, ARTIC v2, Kapa ligation prep	Mapping with bwa v0.7.17, consensus calls from Ivar v1.1			B.1	GH
hCoV-19/England/20134000704/2020	EPI_ISL_423044	2020-03-25	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20134000804/2020	EPI_ISL_423045	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/20134001104/2020	EPI_ISL_423047	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2	V
hCoV-19/England/20134003204/2020	EPI_ISL_423057	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.6	V
hCoV-19/England/20134003404/2020	EPI_ISL_423059	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2	V
hCoV-19/England/20134004304/2020	EPI_ISL_423062	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Long stretches of NNNs (5.54% of overall sequence).	lowco	B.2	V
hCoV-19/England/20134004704/2020	EPI_ISL_423063	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134004904/2020	EPI_ISL_423065	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134005004/2020	EPI_ISL_423066	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/20134005104/2020	EPI_ISL_423067	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.4	O
hCoV-19/England/20134005304/2020	EPI_ISL_423068	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.2	V
hCoV-19/England/20134006404/2020	EPI_ISL_423069	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/20134006504/2020	EPI_ISL_423070	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134006604/2020	EPI_ISL_423071	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1.1	GR
hCoV-19/England/20134006704/2020	EPI_ISL_423072	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134007004/2020	EPI_ISL_423073	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134007104/2020	EPI_ISL_423074	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134007204/2020	EPI_ISL_423075	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.6	V
hCoV-19/England/20134009504/2020	EPI_ISL_423076	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/20134010904/2020	EPI_ISL_423078	2020-03-25	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/201340120/2020	EPI_ISL_423081	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/201340127/2020	EPI_ISL_423084	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/20134015504/2020	EPI_ISL_423085	2020-03-25	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/20134015704/2020	EPI_ISL_423086	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	GH
hCoV-19/England/20134015902/2020	EPI_ISL_423087	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20134016802/2020	EPI_ISL_423091	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2	V
hCoV-19/England/20134016902/2020	EPI_ISL_423092	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134017404/2020	EPI_ISL_423094	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134017504/2020	EPI_ISL_423095	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20134017904/2020	EPI_ISL_423096	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134018004/2020	EPI_ISL_423097	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20134018402/2020	EPI_ISL_423098	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.1	V
hCoV-19/England/20134018602/2020	EPI_ISL_423099	2020-03-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/USA/WA-UW-1801/2020	EPI_ISL_424251	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p21	GH
hCoV-19/USA/WA-UW-1840/2020	EPI_ISL_424252	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1866/2020	EPI_ISL_424278	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p2	G
hCoV-19/USA/WA-UW-1850/2020	EPI_ISL_424279	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1868/2020	EPI_ISL_424280	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.4	O
hCoV-19/USA/WA-UW-1864/2020	EPI_ISL_424281	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1835/2020	EPI_ISL_424282	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	O
hCoV-19/USA/WA-UW-1863/2020	EPI_ISL_424284	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1843/2020	EPI_ISL_424287	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1860/2020	EPI_ISL_424289	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1853/2020	EPI_ISL_424290	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1	G
hCoV-19/USA/WA-UW-1854/2020	EPI_ISL_424291	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1855/2020	EPI_ISL_424292	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	O
hCoV-19/USA/WA-UW-1870/2020	EPI_ISL_424293	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1872/2020	EPI_ISL_424294	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1.43	GH
hCoV-19/USA/WA-UW-1905/2020	EPI_ISL_424295	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	O
hCoV-19/USA/WA-UW-1919/2020	EPI_ISL_424296	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1913/2020	EPI_ISL_424297	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1920/2020	EPI_ISL_424298	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1904/2020	EPI_ISL_424299	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1888/2020	EPI_ISL_424310	2020-03-23	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p21	GH
hCoV-19/USA/WA-UW-1880/2020	EPI_ISL_424311	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1955/2020	EPI_ISL_424312	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p21	GH
hCoV-19/USA/WA-UW-1956/2020	EPI_ISL_424313	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p21	GH
hCoV-19/USA/WA-UW-1921/2020	EPI_ISL_424314	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p21	GH
hCoV-19/USA/WA-UW-1986/2020	EPI_ISL_424338	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2016/2020	EPI_ISL_424339	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2009/2020	EPI_ISL_424340	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1.p21	GH
hCoV-19/USA/WA-UW-2008/2020	EPI_ISL_424341	2020-03-24	North America / USA / Washington	Human	Original			unknown	unknown			B.1.38	GH
hCoV-19/Italy/INMI9/2020	EPI_ISL_424343	2020-03-23	Europe / Italy / Rome	Human	Original	Broncho-alveolar lavage	unknown	Ion Torrent	SPAdes v3.11.1 + Trinity v2.8.4			B.1	G
hCoV-19/USA/AK-PHL077/2020	EPI_ISL_424347	2020-03-29	North America / USA / Alaska / Interior	Human	Original	Nasopharyngeal swab		Illumina Miseq.				B.1	G
