genome	path	time	node	b117
EPI_ISL_1012290	0.001235151	2021.10684931507	60	1
EPI_ISL_1012322	0.00136938	2021.10410958904	71	1
EPI_ISL_1012378	0.001327356	2021.10136986301	86	1
EPI_ISL_1012452	0.001360128	2021.09315068493	68	1
EPI_ISL_1012476	0.001393118	2021.09315068493	94	1
EPI_ISL_1012535	0.001329042	2021.09589041096	80	1
EPI_ISL_1012563	0.000769378	2021.09315068493	53	0
EPI_ISL_1012646	0.001359739	2021.09863013699	62	1
EPI_ISL_1012674	0.001259914	2021.08767123288	65	1
EPI_ISL_1012702	0.001293696	2021.08219178082	65	1
EPI_ISL_1012742	0.001325961	2021.06575342466	118	1
EPI_ISL_1012930	0.001393241	2021.07945205479	59	1
EPI_ISL_1012932	0.00097008	2021.07945205479	44	0
EPI_ISL_1013016	0.001259454	2021.05205479452	56	1
EPI_ISL_1013024	0.00073591	2021.07397260274	35	0
EPI_ISL_1013083	0.001393438	2021.07397260274	60	1
EPI_ISL_1013111	0.001188554	2021.02739726027	63	0
EPI_ISL_1013113	0.001222077	2021.02739726027	63	0
EPI_ISL_1013119	0.000813947	2021.0301369863	44	0
EPI_ISL_1013145	0.000635704	2021.03287671233	48	0
EPI_ISL_1013169	0.001054634	2021.03287671233	47	0
EPI_ISL_1013226	0.001117792	2021.07671232877	48	0
EPI_ISL_1013266	0.000907718	2021.07123287671	30	0
EPI_ISL_1013272	0.001115852	2021.07123287671	47	0
EPI_ISL_1013284	0.001182762	2021.07123287671	46	0
EPI_ISL_1013286	0.001115857	2021.07123287671	47	0
EPI_ISL_1013370	0.000735981	2021.06575342466	49	0
EPI_ISL_1013378	0.000669135	2021.07123287671	49	0
EPI_ISL_1013404	0.001121483	2021.07945205479	47	0
EPI_ISL_1013457	0.000750616	2020.99180327869	48	0
EPI_ISL_1013572	0.000903171	2021.0301369863	48	0
EPI_ISL_1013628	0.001360061	2021.06575342466	64	1
EPI_ISL_1013634	0.0012712	2021.07397260274	85	1
EPI_ISL_1013654	0.001234867	2021.07397260274	89	1
EPI_ISL_1013688	0.001326093	2021.07945205479	71	1
EPI_ISL_1013720	0.001399589	2021.07123287671	68	1
EPI_ISL_1013723	0.001433118	2021.07671232877	68	1
EPI_ISL_1013814	0.000984359	2021.08493150685	44	0
EPI_ISL_1013822	0.000869705	2021.06575342466	64	0
EPI_ISL_1013860	0.000869536	2021.06301369863	43	0
EPI_ISL_1013872	0.000735922	2021.06849315068	59	0
EPI_ISL_1013884	0.000769368	2021.06301369863	54	0
EPI_ISL_1013954	0.000969858999999999	2021.09315068493	52	0
EPI_ISL_1013979	0.000802736	2021.07123287671	53	0
EPI_ISL_1014021	0.000903088	2021.08767123288	59	0
EPI_ISL_1014044	0.001103517	2021.08767123288	46	0
EPI_ISL_1014089	0.000802808	2021.08767123288	41	0
EPI_ISL_1014105	0.000914476	2021.08767123288	42	0
EPI_ISL_1014143	0.001003221	2021.07945205479	45	0
EPI_ISL_1014274	0.001326475	2021.03561643836	61	1
EPI_ISL_1014290	0.001365931	2021.05753424658	59	1
EPI_ISL_1014313	0.001332435	2021.07123287671	64	1
EPI_ISL_1014410	0.001255445	2021.06301369863	58	0
EPI_ISL_1014478	0.000869644	2021.01917808219	54	0
EPI_ISL_1014503	0.000869637	2021.03835616438	54	0
EPI_ISL_1014601	0.000702518	2021.08493150685	49	0
EPI_ISL_1014642	0.001017796	2021.07397260274	44	0
EPI_ISL_1014697	0.001468522	2021.08767123288	103	1
EPI_ISL_1014720	0.000616787	2020.70491803279	36	0
EPI_ISL_1014817	0.000780747	2021.07123287671	42	0
EPI_ISL_1014876	0.000735814	2021.08767123288	43	0
EPI_ISL_1014915	0.001426807	2021.10684931507	115	1
EPI_ISL_1014919	0.001188467	2021.10684931507	59	0
EPI_ISL_1014927	0.001188437	2021.1095890411	56	0
EPI_ISL_1015073	0.000278905	2020.2131147541	40	0
EPI_ISL_1015091	0.000379246	2020.21857923497	42	0
EPI_ISL_1015127	0.00047957	2020.57103825137	42	0
EPI_ISL_1015160	0.000814178	2020.72131147541	44	0
EPI_ISL_1015276	0.00063556	2020.58743169399	41	0
EPI_ISL_1015298	0.001054732	2020.74043715847	60	0
EPI_ISL_1015407	0.00112159	2020.87978142077	58	0
EPI_ISL_1015546	0.000702417	2021.0904109589	38	0
EPI_ISL_1015701	0.001014767	2021.01643835616	73	0
EPI_ISL_1016106	0.000981255	2021.08493150685	75	0
EPI_ISL_1016123	0.000880987	2021.08767123288	73	0
EPI_ISL_1016131	0.00094798	2021.08219178082	67	0
EPI_ISL_1016168	0.000669107	2021.06849315068	47	0
EPI_ISL_1016196	0.000947609	2021.07945205479	39	0
EPI_ISL_1016200	0.000847451	2021.08767123288	56	0
EPI_ISL_1016212	0.000914165	2021.07671232877	41	0
EPI_ISL_1016232	0.000981245	2021.08219178082	43	0
EPI_ISL_1016247	0.001114953	2021.06301369863	70	0
EPI_ISL_1016330	0.000880914	2021.03561643836	44	0
EPI_ISL_1016360	0.000914412	2021.04383561644	76	0
EPI_ISL_1016408	0.000769452	2020.96994535519	44	0
EPI_ISL_1016470	0.000635564	2021.01369863014	47	0
EPI_ISL_1016483	0.000602313	2021.0301369863	44	0
EPI_ISL_1016625	0.00078065	2021.08219178082	68	0
EPI_ISL_1016670	0.00091459	2021.07945205479	65	0
EPI_ISL_1016739	0.001359905	2021.07123287671	62	1
EPI_ISL_1016742	0.001427084	2021.07123287671	59	1
EPI_ISL_1017106	0.000713698	2020.98360655738	65	0
EPI_ISL_1017110	0.000947731	2020.9781420765	63	0
EPI_ISL_1017147	0.000847373	2020.96721311475	41	0
EPI_ISL_1017158	0.000880859	2020.96174863388	65	0
EPI_ISL_1017332	0.000446081	2020.48087431694	39	0
EPI_ISL_1017365	0.000479633	2020.46448087432	58	0
EPI_ISL_1017389	0.000546385	2020.45355191257	43	0
EPI_ISL_1017398	0.000512948	2020.45081967213	48	0
EPI_ISL_1017440	0.000312325	2020.42896174863	36	0
EPI_ISL_1017496	0.000947728	2021.01095890411	67	0
EPI_ISL_1017509	0.000947733	2020.99180327869	67	0
EPI_ISL_1017514	0.000929101	2020.99180327869	70	0
EPI_ISL_1017553	0.000680544	2020.95081967213	47	0
EPI_ISL_1017582	0.000721422	2020.87704918033	58	0
EPI_ISL_1017686	0.000783834	2020.96174863388	38	0
EPI_ISL_1017844	0.000914372	2021.08767123288	66	0
EPI_ISL_1017881	0.000981147	2021.01643835616	66	0
EPI_ISL_1017890	0.000780609	2021.00821917808	68	0
EPI_ISL_1017900	0.000981222	2021.01095890411	68	0
EPI_ISL_1017914	0.000780626	2021.00821917808	71	0
EPI_ISL_1017939	0.00084747	2021.10410958904	72	0
EPI_ISL_1017993	0.000819363	2021.09589041096	58	0
EPI_ISL_1018093	0.000783917	2020.9781420765	38	0
EPI_ISL_1018153	0.00058545	2020.52459016393	43	0
EPI_ISL_1018176	0.000490463	2020.53005464481	47	0
EPI_ISL_1018186	0.000516294	2020.53278688525	46	0
EPI_ISL_1018199	0.000549748	2020.54098360656	50	0
EPI_ISL_1018233	0.000583447	2020.56010928962	49	0
EPI_ISL_1018244	0.000549753	2020.56830601093	48	0
EPI_ISL_1018259	0.000494567	2020.58196721311	47	0
EPI_ISL_1018463	0.001192372	2021.10684931507	56	1
EPI_ISL_1018499	0.00136014	2021.10684931507	60	1
EPI_ISL_1018523	0.001337697	2021.10684931507	72	1
EPI_ISL_1018540	0.000802805	2021.10684931507	51	0
EPI_ISL_1018552	0.001359502	2021.10684931507	90	1
EPI_ISL_1018662	0.001360185	2021.10684931507	74	1
EPI_ISL_1018842	0.001259512	2021.1095890411	57	1
EPI_ISL_1018855	0.001449065	2021.1095890411	62	1
EPI_ISL_1018908	0.001292489	2021.1095890411	67	1
EPI_ISL_1018920	0.001292807	2021.10684931507	78	1
EPI_ISL_1018939	0.001225805	2021.1095890411	61	1
EPI_ISL_1019017	0.001125651	2021.10410958904	79	1
EPI_ISL_1019018	0.00129301	2021.10410958904	63	1
EPI_ISL_1019019	0.001326497	2021.10136986301	66	1
EPI_ISL_1019034	0.001359539	2021.10410958904	93	1
EPI_ISL_1019036	0.001259703	2021.10684931507	55	1
EPI_ISL_1019038	0.000805803	2021.10136986301	50	0
EPI_ISL_1019041	0.00132696	2021.09863013699	84	1
EPI_ISL_1019091	0.001292714	2021.10410958904	65	1
EPI_ISL_1019114	0.001292869	2021.10410958904	59	1
EPI_ISL_1019179	0.001393624	2021.10136986301	60	1
EPI_ISL_1019198	0.001360198	2021.10410958904	62	1
EPI_ISL_1019215	0.001360364	2021.10684931507	66	1
EPI_ISL_1019232	0.001371792	2021.10410958904	64	1
EPI_ISL_1019237	0.001293158	2021.10136986301	61	1
EPI_ISL_1019279	0.001326663	2021.10410958904	62	1
EPI_ISL_1019290	0.001426607	2021.1095890411	93	1
EPI_ISL_1019295	0.001326109	2021.1095890411	70	1
EPI_ISL_1019335	0.001326008	2021.1095890411	65	1
EPI_ISL_1019338	0.001535759	2021.1095890411	106	1
EPI_ISL_1019339	0.001326426	2021.1095890411	73	1
EPI_ISL_1019352	0.001293564	2021.10684931507	64	1
EPI_ISL_1019423	0.001304312	2021.09863013699	77	1
EPI_ISL_1019445	0.00142686	2021.09863013699	116	1
EPI_ISL_1019451	0.001292961	2021.10136986301	60	1
EPI_ISL_1019496	0.001426916	2021.10136986301	77	1
EPI_ISL_1019509	0.001259327	2021.10410958904	75	1
EPI_ISL_1019534	0.001225846	2021.10410958904	61	1
EPI_ISL_1019549	0.00132647	2021.10410958904	61	1
EPI_ISL_1019554	0.001259393	2021.10410958904	62	1
EPI_ISL_1019613	0.001292934	2021.06575342466	62	1
EPI_ISL_1019623	0.001259294	2021.06575342466	69	1
EPI_ISL_1019630	0.001192265	2021.06575342466	57	1
EPI_ISL_1019653	0.000814051	2020.83606557377	51	0
EPI_ISL_1019671	0.000513083	2020.84426229508	54	0
EPI_ISL_1019685	0.001158798	2021.06575342466	64	1
EPI_ISL_1019705	0.001121597	2020.85792349727	64	0
EPI_ISL_1019762	0.000616683	2020.87431693989	54	0
EPI_ISL_1019840	0.000769456	2021.04383561644	53	0
EPI_ISL_1019896	0.00119232	2021.04931506849	59	1
EPI_ISL_1019910	0.001292409	2021.04931506849	118	1
EPI_ISL_1019929	0.001338098	2021.04931506849	86	1
EPI_ISL_1019976	0.000769528	2021.04931506849	57	0
EPI_ISL_1020031	0.000680168	2020.89890710383	53	0
EPI_ISL_1020083	0.000646799	2020.92349726776	54	0
EPI_ISL_1020094	0.000680119	2020.92896174863	52	0
EPI_ISL_1020122	0.00137162	2021.07671232877	83	1
EPI_ISL_1020144	0.001292463	2021.10410958904	90	1
EPI_ISL_1020151	0.001192498	2021.07945205479	61	1
EPI_ISL_1020162	0.000334617	2020.32513661202	40	0
EPI_ISL_1020204	0.000646802	2020.77322404372	43	0
EPI_ISL_1020242	0.000847604	2020.96721311475	53	0
EPI_ISL_1020273	0.000713603	2020.98907103825	54	0
EPI_ISL_1020297	0.001188557	2020.7131147541	65	0
EPI_ISL_1020315	0.00098107	2021.06575342466	43	0
EPI_ISL_1020359	0.001327817	2021.05479452055	102	1
EPI_ISL_1020361	0.001225773	2021.06575342466	59	1
EPI_ISL_1020377	0.000914577	2021.09315068493	57	0
EPI_ISL_1020397	0.001088831	2021.06575342466	64	0
EPI_ISL_1020470	0.001293065	2021.07671232877	61	1
EPI_ISL_1020510	0.000849435	2020.98907103825	44	0
EPI_ISL_1020529	0.000947846	2020.99726775956	79	0
EPI_ISL_1020566	0.00152793	2021.08493150685	59	1
EPI_ISL_1020570	0.000903176	2021.08493150685	45	0
EPI_ISL_1020724	0.000914376	2021.05205479452	70	0
EPI_ISL_1020748	0.000814707	2021.05205479452	64	0
EPI_ISL_1021227	0.000814892	2021.04931506849	47	0
EPI_ISL_1021311	0.001115786	2021.04931506849	42	0
EPI_ISL_1021332	0.000849756	2021.04931506849	58	0
EPI_ISL_1021683	0.001254184	2021.04657534247	72	0
EPI_ISL_1021696	0.001048653	2021.04657534247	49	0
EPI_ISL_1021704	0.00098126	2021.04657534247	72	0
EPI_ISL_1021726	0.000849143	2021.04657534247	42	0
EPI_ISL_1021729	0.000789529	2021.04657534247	51	0
EPI_ISL_1021757	0.000847801	2021.04657534247	62	0
EPI_ISL_1021771	0.000849044	2021.04657534247	66	0
EPI_ISL_1021809	0.000884766	2021.04657534247	63	0
EPI_ISL_1022381	0.000948343	2021.03835616438	45	0
EPI_ISL_1022393	0.00094799	2021.03835616438	43	0
EPI_ISL_1022468	0.001148214	2021.10410958904	57	0
EPI_ISL_1022485	0.001270906	2021.10410958904	79	1
EPI_ISL_1022522	0.000869549	2021.10410958904	46	0
EPI_ISL_1022556	0.001259847	2021.10410958904	84	1
EPI_ISL_1022607	0.00088085	2021.10410958904	59	0
EPI_ISL_1022647	0.001225626	2021.10410958904	58	1
EPI_ISL_1022722	0.000869596	2021.10410958904	50	0
EPI_ISL_1022801	0.001141993	2021.10410958904	52	0
EPI_ISL_1022954	0.001114795	2021.10410958904	57	0
EPI_ISL_1023012	0.000813937	2021.10410958904	56	0
EPI_ISL_1023033	0.001393987	2021.10410958904	84	1
EPI_ISL_1023052	0.001003532	2021.10410958904	64	0
EPI_ISL_1023071	0.000813865	2021.10410958904	50	0
EPI_ISL_1023162	0.001416199	2021.10410958904	90	1
EPI_ISL_1023191	0.000880771	2021.10410958904	55	0
EPI_ISL_1023217	0.001313593	2021.10410958904	72	1
EPI_ISL_1023235	0.001036883	2021.10410958904	66	0
EPI_ISL_1023345	0.00078317	2021.10410958904	43	0
EPI_ISL_1023397	0.001051727	2021.10410958904	49	0
EPI_ISL_1023398	0.001243073	2021.10410958904	84	1
EPI_ISL_1023525	0.001313763	2021.10410958904	80	1
EPI_ISL_1023592	0.00078062	2020.95081967213	72	0
EPI_ISL_1023662	0.001073096	2021.08493150685	55	0
EPI_ISL_1023687	0.000616896	2021.08493150685	54	0
EPI_ISL_1023863	0.001293465	2021.08493150685	86	1
EPI_ISL_1023883	0.000805944	2021.08493150685	59	0
EPI_ISL_1023927	0.000836238	2021.08493150685	58	0
EPI_ISL_1024031	0.000783709	2021.08493150685	39	0
EPI_ISL_1024044	0.000903018	2021.08493150685	50	0
EPI_ISL_1024080	0.00150212	2021.08493150685	104	1
EPI_ISL_1024096	0.000925729	2021.08493150685	58	0
EPI_ISL_1024124	0.000947728	2021.08493150685	60	0
EPI_ISL_1024186	0.001410427	2021.08493150685	62	1
EPI_ISL_1024285	0.000802785	2021.08493150685	54	0
EPI_ISL_1024312	0.000847283	2021.08493150685	52	0
EPI_ISL_1024565	0.001259603	2021.08493150685	69	1
EPI_ISL_1024586	0.000735985	2021.08493150685	49	0
EPI_ISL_1024625	0.000869806	2021.08493150685	58	0
EPI_ISL_1024748	0.000869718	2021.08493150685	59	0
EPI_ISL_1024808	0.000769403	2021.08493150685	50	0
EPI_ISL_1024811	0.000669077	2021.08493150685	44	0
EPI_ISL_1024822	0.001293334	2021.08493150685	82	1
EPI_ISL_1024890	0.000869632	2021.08493150685	51	0
EPI_ISL_1024907	0.000583461	2021.08493150685	54	0
EPI_ISL_1024957	0.00073673	2021.08493150685	64	0
EPI_ISL_1025160	0.000802807	2021.02739726027	52	0
EPI_ISL_1025218	0.000903251	2021.02739726027	52	0
EPI_ISL_1025232	0.001288769	2021.02739726027	72	0
EPI_ISL_1025243	0.000802764	2021.02739726027	45	0
EPI_ISL_1025256	0.000869672	2021.02739726027	46	0
EPI_ISL_1025287	0.000736028	2021.02739726027	50	0
EPI_ISL_1025368	0.000769383	2021.00821917808	54	0
EPI_ISL_1025401	0.000836159	2021.00821917808	49	0
EPI_ISL_1025439	0.000836189999999999	2021.00821917808	51	0
EPI_ISL_1025450	0.001155115	2021.00821917808	69	0
EPI_ISL_1025737	0.000805771	2020.96994535519	52	0
EPI_ISL_1025846	0.001154998	2020.95081967213	56	0
EPI_ISL_1027370	0.000549799	2021.01643835616	51	0
EPI_ISL_1027383	0.000847356	2020.99180327869	43	0
